i,n,b_low,b_high,b_sum,r,approx,n_calls,time_ms
1,50,4,8,306,20,4115.173511316474,1620,15363
2,50,4,8,306,20,4115.173511316474,1620,15421
3,50,4,8,306,20,4115.173511316474,1620,15410
4,50,4,8,306,20,4115.173511316474,1620,15256
5,50,4,8,306,20,4115.173511316474,1620,15313
6,50,4,8,306,20,4106.824172548639,1620,15370
7,50,4,8,306,20,4115.173511316474,1620,15337
8,50,4,8,306,20,4115.173511316474,1620,15402
9,50,4,8,306,20,4115.173511316474,1620,15342
10,50,4,8,306,20,4115.173511316474,1620,15242
1,50,4,8,306,30,4349.080733000254,1620,15560
2,50,4,8,306,30,4349.080733000254,1620,15474
3,50,4,8,306,30,4349.080733000254,1620,15545
4,50,4,8,306,30,4348.1267350644775,1620,15487
5,50,4,8,306,30,4349.080733000254,1620,15498
6,50,4,8,306,30,4349.080733000254,1620,15405
7,50,4,8,306,30,4349.080733000254,1620,15503
8,50,4,8,306,30,4349.080733000254,1620,15451
9,50,4,8,306,30,4348.465450644808,1620,15386
10,50,4,8,306,30,4348.465450644808,1620,15392
1,50,4,8,306,40,4493.147172749084,1600,15228
2,50,4,8,306,40,4493.5571422914345,1600,15228
3,50,4,8,306,40,4493.147172749084,1600,15371
4,50,4,8,306,40,4492.640542751639,1600,15285
5,50,4,8,306,40,4492.783233022996,1600,15188
6,50,4,8,306,40,4489.065282210925,1600,15288
7,50,4,8,306,40,4489.773862727296,1600,15327
8,50,4,8,306,40,4489.879641473519,1600,15197
9,50,4,8,306,40,4493.147172749084,1600,15325
10,50,4,8,306,40,4492.985579402115,1600,15285
1,50,20,40,1433,10,3513.5916172480133,7590,71415
2,50,20,40,1433,10,3513.5916172480133,7590,71000
3,50,20,40,1433,10,3513.5916172480133,7590,71571
4,50,20,40,1433,10,3513.5916172480133,7590,72141
5,50,20,40,1433,10,3513.5916172480133,7590,71304
6,50,20,40,1433,10,3513.5916172480133,7590,71719
7,50,20,40,1433,10,3513.5916172480133,7590,71235
8,50,20,40,1433,10,3513.5916172480133,7590,70999
9,50,20,40,1433,10,3513.5916172480133,7590,70558
10,50,20,40,1433,10,3513.5916172480133,7590,70892
1,50,20,40,1433,40,4493.147172749084,7560,72540
2,50,20,40,1433,40,4493.147172749084,7560,72173
3,50,20,40,1433,40,4493.147172749084,7560,72065
4,50,20,40,1433,40,4493.147172749084,7560,72401
5,50,20,40,1433,40,4493.147172749084,7560,72185
6,50,20,40,1433,40,4493.147172749084,7560,72385
7,50,20,40,1433,40,4493.147172749084,7560,71760
8,50,20,40,1433,40,4493.147172749084,7560,72019
9,50,20,40,1433,40,4493.147172749084,7560,72794
10,50,20,40,1433,40,4493.147172749084,7560,71873
1,50,20,40,1501,60,4645.161907300316,7920,73906
2,50,20,40,1501,60,4645.161907300316,7920,74275
3,50,20,40,1501,60,4645.161907300316,7920,74203
4,50,20,40,1501,60,4645.161907300316,7920,74205
5,50,20,40,1501,60,4645.161907300316,7920,74602
6,50,20,40,1501,60,4645.127813464395,7920,74429
7,50,20,40,1501,60,4645.161907300316,7920,74555
8,50,20,40,1501,60,4645.161907300316,7920,74441
9,50,20,40,1501,60,4645.161907300316,7920,74582
10,50,20,40,1501,60,4645.161907300316,7920,74190
1,50,20,40,1501,80,4712.290925039141,7920,74859
2,50,20,40,1501,80,4712.290925039141,7920,74688
3,50,20,40,1501,80,4712.290925039141,7920,74626
4,50,20,40,1501,80,4712.257670025179,7920,74657
5,50,20,40,1501,80,4712.290925039141,7920,74180
6,50,20,40,1501,80,4712.257670025179,7920,74408
7,50,20,40,1501,80,4712.290925039141,7920,74702
8,50,20,40,1501,80,4712.290925039141,7920,74108
9,50,20,40,1501,80,4712.290925039141,7920,74483
10,50,20,40,1501,80,4712.290925039141,7920,74883
1,50,40,80,3008,10,3513.5916172480133,15930,145544
2,50,40,80,3008,10,3513.5916172480133,15930,145253
3,50,40,80,3008,10,3513.5916172480133,15930,146533
4,50,40,80,3008,10,3513.5916172480133,15930,146658
5,50,40,80,3008,10,3513.5916172480133,15930,146005
6,50,40,80,3008,10,3513.5916172480133,15930,146720
7,50,40,80,3008,10,3513.5916172480133,15930,145539
8,50,40,80,3008,10,3513.5916172480133,15930,145115
9,50,40,80,3008,10,3513.5916172480133,15930,144363
10,50,40,80,3008,10,3513.5916172480133,15930,147202
1,50,40,80,3008,40,4493.147172749084,15920,158963
2,50,40,80,3008,40,4493.147172749084,15920,158283
3,50,40,80,3008,40,4493.147172749084,15920,157233
4,50,40,80,3008,40,4493.147172749084,15920,157697
5,50,40,80,3008,40,4493.147172749084,15920,159835
6,50,40,80,3008,40,4493.147172749084,15920,158732
7,50,40,80,3008,40,4493.147172749084,15920,158546
8,50,40,80,3008,40,4493.147172749084,15920,158121
9,50,40,80,3008,40,4493.147172749084,15920,157872
10,50,40,80,3008,40,4493.147172749084,15920,157247
1,50,40,80,3008,60,4645.161907300316,15900,158642
2,50,40,80,3008,60,4645.161907300316,15900,159293
3,50,40,80,3008,60,4645.161907300316,15900,158081
4,50,40,80,3008,60,4645.161907300316,15900,156706
5,50,40,80,3008,60,4645.161907300316,15900,153824
6,50,40,80,3008,60,4645.161907300316,15900,151993
7,50,40,80,3008,60,4645.161907300316,15900,152325
8,50,40,80,3008,60,4645.161907300316,15900,151820
9,50,40,80,3008,60,4645.161907300316,15900,152373
10,50,40,80,3008,60,4645.161907300316,15900,151737
1,50,40,80,3008,80,4712.290925039141,15920,153390
2,50,40,80,3008,80,4712.290925039141,15920,153319
3,50,40,80,3008,80,4712.257670025179,15920,152903
4,50,40,80,3008,80,4712.290925039141,15920,153539
5,50,40,80,3008,80,4712.290925039141,15920,152980
6,50,40,80,3008,80,4712.290925039141,15920,153102
7,50,40,80,3008,80,4712.290925039141,15920,153211
8,50,40,80,3008,80,4712.290925039141,15920,153365
9,50,40,80,3008,80,4712.290925039141,15920,153314
10,50,40,80,3008,80,4712.290925039141,15920,153120
1,300,40,80,18042,50,4633.078201894585,127900,1465419
2,300,40,80,18042,50,4633.078201894585,127900,1467896
3,300,40,80,18042,50,4633.078201894585,127900,1460720
4,300,40,80,18042,50,4633.078201894585,127900,1460836
5,300,40,80,18042,50,4633.078201894585,127900,1460191
6,300,40,80,18042,50,4633.078201894585,127900,1461435
7,300,40,80,18042,50,4633.078201894585,127900,1451836
8,300,40,80,18042,50,4633.078201894585,127900,1422006
9,300,40,80,18042,50,4633.078201894585,127900,1418429
10,300,40,80,18042,50,4633.078201894585,127900,1412727
1,300,40,80,18042,200,4982.541471875747,127800,1463882
2,300,40,80,18042,200,4982.541471875747,127800,1461098
3,300,40,80,18042,200,4982.541471875747,127800,1463832
4,300,40,80,18042,200,4982.541471875747,127800,1459617
5,300,40,80,18042,200,4982.538936254249,127800,1460357
6,300,40,80,18042,200,4982.541471875747,127800,1465346
7,300,40,80,18042,200,4982.541471875747,127800,1463002
8,300,40,80,18042,200,4982.541471875747,127800,1463593
9,300,40,80,18042,200,4982.804756125439,127800,1463055
10,300,40,80,18042,200,4982.541471875747,127800,1462758
1,300,40,80,18042,300,5014.269163473029,127800,1476396
2,300,40,80,18042,300,5014.270099596901,127800,1474888
3,300,40,80,18042,300,5014.260451709945,127800,1458204
4,300,40,80,18042,300,5014.270099596901,127800,1454290
5,300,40,80,18042,300,5014.270099596901,127800,1457227
6,300,40,80,18042,300,5014.270099596901,127800,1456200
7,300,40,80,18042,300,5014.270099596901,127800,1454910
8,300,40,80,18042,300,5014.270099596901,127800,1453005
9,300,40,80,18042,300,5014.410262784676,127800,1454437
10,300,40,80,18042,300,5014.260451709945,127800,1454028
1,300,40,80,18042,400,5026.763718795318,127600,1473417
2,300,40,80,18042,400,5026.688229834195,127600,1468003
3,300,40,80,18042,400,5026.763718795318,127600,1467227
4,300,40,80,18042,400,5026.688206612926,127600,1468634
5,300,40,80,18042,400,5026.688206612926,127600,1467982
6,300,40,80,18042,400,5026.688229834195,127600,1467447
7,300,40,80,18042,400,5026.688206612926,127600,1479152
8,300,40,80,18042,400,5026.688206612926,127600,1466241
9,300,40,80,18042,400,5026.688229834195,127600,1466924
10,300,40,80,18042,400,5026.686264566428,127600,1467645
